loan_id,application_date,loan_amount,interest_rate,term_months,loan_status,customer_income,customer_credit_score,employment_length
379,2035-12-13,14389.74,9.87,12,Approved,69396.74,706,3-5 years
380,2024-05-27,17821.92,19.1,36,Approved,134970.2,768,5-10 years
381,2030-10-20,39230.08,8.44,36,Approved,52782.24,463,>10 years
382,2024-07-13,49629.47,3.52,48,Pending,78920.18,539,5-10 years
383,2033-01-20,12413.19,18.88,60,Rejected,103072.27,512,1-3 years
384,2035-07-20,43778.21,7.18,60,Approved,134070.44,448,>10 years
385,2036-09-01,41615.83,5.75,36,Approved,88200.74,402,5-10 years
386,2032-02-26,11620.54,8.61,60,Defaulted,68558.2,482,3-5 years
387,2034-02-22,20266.96,11.67,24,Pending,132711.96,804,>10 years
388,2036-02-21,20778.81,13.73,60,Pending,60332.04,824,>10 years
389,2027-01-10,48921.92,4.46,24,Approved,30325.08,679,5-10 years
390,2024-08-03,9454.15,24.37,36,Pending,77855.47,323,<1 year
391,2029-04-13,40058.32,18.9,36,Pending,122062.13,432,3-5 years
392,2031-08-14,,10.45,36,Approved,24001.51,349,3-5 years
393,2034-08-20,36678.08,10.35,48,Defaulted,96164.69,325,5-10 years
394,2027-08-07,21290.54,13.14,60,Rejected,97280.33,310,1-3 years
395,2032-08-07,499733.0,16.96,12,Rejected,140710.43,401,1-3 years
396,2030-07-07,41714.28,6.65,12,Pending,57240.43,310,<1 year
397,2032-03-10,40306.2,7.56,36,Approved,56248.76,411,<1 year
398,2034-01-28,499733.0,21.98,60,Approved,77262.87,466,5-10 years
399,2026-05-28,3451.06,09.01,24,Approved,66398.94,706,1-3 years
400,2031-07-16,34756.5,11.67,12,Rejected,115724.96,344,3-5 years
401,2028-11-11,7429.38,22.23,36,Approved,103427.77,658,1-3 years
402,2031-05-18,21083.02,17.76,12,Rejected,118659.73,584,5-10 years
403,2035-06-15,27655.13,10.85,12,Approved,126605.43,699,1-3 years
404,2031-02-07,20435.6,18.2,12,Pending,139987.55,750,>10 years
405,2029-03-15,26220.78,3.92,36,Pending,76021.78,743,5-10 years
406,2029-10-15,49828.05,19.32,36,Pending,148010.66,687,>10 years
407,2035-09-21,7193.26,13.97,48,Rejected,48035.91,655,5-10 years
408,2027-06-24,33935.07,20.98,48,Defaulted,112867.47,724,3-5 years
409,2027-10-24,20102.05,24.02,48,Approved,89421.21,305,5-10 years
410,2035-03-11,7083.99,23.4,12,Approved,126197.08,740,5-10 years
411,2028-09-01,8357.47,23.05,60,Approved,81980.17,655,5-10 years
412,2030-10-20,47489.02,14.51,36,Pending,121912.02,567,5-10 years
413,2031-11-26,44040.27,11.24,48,Approved,140921.93,516,<1 year
414,2033-03-19,45398.58,13.5,60,Rejected,115198.25,363,>10 years
415,2029-10-25,49580.87,18.33,48,Approved,120892.26,741,5-10 years
416,2027-06-20,10811.61,22.51,48,Pending,28732.81,840,5-10 years
417,2030-09-17,18094.25,7.95,60,Rejected,46644.5,574,<1 year
418,2025-10-12,33626.34,23.24,48,Pending,146659.49,769,1-3 years
419,2026-09-10,24448.23,21.03,12,Pending,110114.31,515,<1 year
420,2035-08-17,21210.28,24.55,12,Approved,92988.37,493,<1 year
421,2031-06-15,18211.66,22.43,12,Approved,67706.93,312,<1 year
422,2030-10-10,29892.14,9.52,24,Pending,25770.57,521,5-10 years
423,2023-12-02,,5.78,48,Approved,67987.67,695,<1 year
424,2035-07-29,8492.16,5.91,24,Defaulted,84858.67,569,<1 year
425,2025-06-14,23851.12,9.76,36,Defaulted,47489.74,597,<1 year
426,2032-09-16,27896.85,16.7,60,Rejected,42507.78,731,5-10 years
427,2025-05-01,28729.2,20.79,36,Approved,86094.15,707,3-5 years
428,2027-08-15,10900.31,22.83,24,Rejected,-96167.55,364,3-5 years
429,2028-04-15,37242.43,16.91,12,Approved,51189.33,337,1-3 years
430,2033-04-04,1747.36,3.62,48,Approved,96360.63,327,5-10 years
431,2029-08-24,18064.18,7.51,48,Approved,137044.2,588,<1 year
432,2027-04-18,39120.53,,12,Approved,81512.52,536,<1 year
433,2033-12-14,28412.7,11.31,48,Approved,131460.72,425,<1 year
434,2030-07-01,13427.54,14.28,60,Approved,140545.29,683,3-5 years
435,2032-07-30,34900.18,4.43,60,Defaulted,32011.22,625,<1 year
436,2033-09-18,28585.85,10.99,60,Approved,32455.51,384,<1 year
437,2025-12-02,39914.06,7.35,36,Defaulted,81885.74,545,3-5 years
438,2034-12-29,36883.75,17.41,12,Approved,96453.32,687,<1 year
439,2029-09-10,,13.48,60,Approved,75364.85,565,1-3 years
440,2034-03-31,24664.79,14.15,24,Pending,62438.6,504,>10 years
441,2032-03-27,7092.52,12.7,60,Pending,103329.24,527,1-3 years
442,2033-11-13,13435.98,24.05,36,Approved,20270.6,539,5-10 years
443,2029-12-21,21245.42,8.12,24,Approved,145849.53,372,1-3 years
444,2025-01-23,30165.31,14.61,12,Approved,50170.28,687,1-3 years
445,2028-09-13,25928.54,,12,Approved,139222.84,677,3-5 years
446,2030-08-06,14765.13,15.47,60,Rejected,34171.92,511,5-10 years
447,2030-12-06,819.99,23.47,24,Pending,50951.33,470,1-3 years
448,2034-06-17,25063.84,11.63,24,Approved,50533.58,451,>10 years
449,2025-02-14,14638.49,13.47,60,Rejected,149499.88,403,1-3 years
450,2027-06-14,36863.11,5.4,60,Approved,20598.07,521,<1 year
451,2031-05-28,1685.34,16.59,48,Rejected,103152.97,581,3-5 years
452,2024-02-22,29448.98,9.7,48,Rejected,133059.26,687,<1 year
453,2023-04-25,47102.97,6.95,60,Defaulted,107395.58,671,5-10 years
454,2024-09-08,9133.26,15.21,36,Approved,67155.4,428,5-10 years
455,2033-11-18,23846.65,14.94,48,Pending,144580.22,703,3-5 years
456,2031-12-12,5025.39,5.13,60,Approved,136157.7,519,1-3 years
457,2025-04-05,31471.25,18.51,24,Pending,76414.14,472,5-10 years
458,2027-02-25,27751.32,16.91,48,Approved,94532.7,771,>10 years
459,2031-08-13,20664.59,7.56,36,Approved,145777.49,752,3-5 years
460,2024-02-17,26308.16,13.59,12,Rejected,147732.85,801,<1 year
461,2024-12-29,44880.45,18.99,24,Approved,78477.03,351,>10 years
462,2032-03-02,10216.57,14.88,36,Rejected,130155.5,393,3-5 years
463,2030-09-09,1616.94,12.0,36,Rejected,59257.43,320,>10 years
464,2024-11-06,43152.41,10.43,36,Pending,68335.67,405,3-5 years
465,2032-06-27,29067.3,16.62,24,Approved,41426.84,499,<1 year
466,2029-11-09,44587.59,23.69,36,Approved,47194.0,651,1-3 years
467,2031-02-15,30048.79,,12,Defaulted,105393.53,580,3-5 years
468,2030-08-18,40602.97,5.11,48,Approved,86401.61,581,5-10 years
469,2026-01-27,21768.83,13.4,24,Pending,50047.14,838,<1 year
470,2034-03-03,37618.07,22.65,36,Pending,72378.25,544,<1 year
471,2027-04-21,45695.55,5.53,60,Defaulted,68513.85,728,>10 years
472,2028-11-13,28820.09,24.76,48,Rejected,148356.83,337,5-10 years
473,2027-08-15,9448.86,23.9,24,Pending,130963.56,718,>10 years
474,2034-04-25,13805.48,5.18,60,Approved,70435.62,601,<1 year
475,2033-07-18,499733.0,23.57,60,Approved,138809.16,370,3-5 years
476,2032-06-02,12719.42,11.31,36,Approved,64542.6,824,5-10 years
477,2033-04-24,15667.56,,24,Rejected,106827.2,473,<1 year
478,2029-05-15,27979.12,12.5,36,Rejected,145664.5,389,5-10 years
479,2030-12-24,29605.59,12.98,12,Rejected,-70736.25,667,3-5 years
480,2036-08-08,21611.74,17.14,60,Pending,108385.05,506,1-3 years
481,2033-10-27,30963.33,20.15,12,Pending,58470.1,361,>10 years
482,2024-08-18,4537.96,4.23,36,Approved,54620.6,618,>10 years
483,2024-12-29,4845.52,16.25,48,Approved,94640.37,359,<1 year
484,2026-09-27,9005.56,7.51,60,Approved,147304.4,404,<1 year
485,2035-04-20,26144.84,10.94,48,Rejected,78907.4,538,3-5 years
486,2024-11-29,11092.74,10.98,24,Approved,141892.81,761,<1 year
487,2024-01-31,14522.58,13.58,60,Rejected,138867.26,426,<1 year
488,2034-06-03,20315.49,10.68,12,Pending,-52989.14,382,<1 year
489,2034-12-09,40687.37,5.81,48,Approved,72236.52,519,5-10 years
490,2029-11-07,1186.18,6.63,24,Approved,103629.32,707,5-10 years
491,2027-12-25,32644.25,4.22,60,Approved,87345.96,729,1-3 years
492,2024-12-18,33609.39,13.61,24,Approved,32474.61,812,5-10 years
493,2030-08-14,40033.46,24.02,12,Rejected,149180.74,378,>10 years
494,2036-07-17,46671.27,5.99,60,Approved,117845.02,364,1-3 years
495,2032-10-17,499733.0,23.84,24,Rejected,76900.22,482,<1 year
496,2023-05-24,8112.29,19.27,36,Rejected,100361.91,365,>10 years
497,2036-08-20,44365.48,17.21,60,Approved,31384.47,507,1-3 years
498,2031-08-07,23196.67,17.37,60,Rejected,84389.21,353,1-3 years
499,2035-04-19,28447.24,21.27,60,Pending,141008.21,520,>10 years
500,2031-01-17,33319.85,5.8,60,Rejected,136558.12,535,1-3 years
501,2032-12-15,34113.8,14.35,36,Approved,63859.51,737,>10 years
502,2031-10-28,,18.49,12,Approved,89077.82,402,1-3 years
503,2026-03-13,49849.0,16.12,36,Approved,110659.86,735,1-3 years
504,2030-03-01,36147.79,21.4,36,Approved,64201.2,720,1-3 years
505,2025-11-28,14717.45,05.05,24,Rejected,28434.3,407,>10 years
506,2028-11-26,44047.74,18.35,48,Rejected,85707.42,823,1-3 years
507,2031-03-02,2936.44,14.98,48,Defaulted,98212.65,742,5-10 years
508,2032-01-08,11938.5,11.65,24,Approved,20759.41,805,5-10 years
509,2035-12-13,44920.59,10.82,36,Approved,32424.8,703,5-10 years
510,2026-03-02,13181.48,16.85,24,Pending,46947.78,642,5-10 years
511,2025-01-02,11422.23,22.66,60,Approved,65246.8,626,5-10 years
512,2034-11-09,,14.17,24,Approved,90336.66,513,<1 year
513,2036-04-08,43026.03,21.23,24,Pending,58199.58,621,1-3 years
514,2025-08-11,25252.88,,60,Approved,55903.9,377,3-5 years
515,2029-12-14,33907.21,5.7,48,Pending,133015.41,354,<1 year
516,2032-02-07,12333.79,4.82,60,Approved,38856.58,370,>10 years
517,2032-01-15,38023.0,4.6,12,Pending,84409.82,367,<1 year
518,2027-03-23,38120.27,11.67,24,Rejected,143867.21,479,3-5 years
519,2026-04-06,15973.6,10.75,24,Approved,101251.72,679,<1 year
520,2031-03-13,20828.79,18.94,48,Defaulted,113236.71,749,1-3 years
521,2030-05-05,10879.67,19.47,36,Pending,76060.81,560,5-10 years
522,2026-05-02,48839.77,4.59,60,Defaulted,22591.18,746,1-3 years
523,2027-03-21,32457.33,8.25,36,Approved,103996.95,430,<1 year
524,2031-11-11,46759.92,9.4,12,Pending,102150.16,533,3-5 years
525,2029-07-14,15517.58,15.27,60,Approved,34355.59,453,>10 years
526,2033-03-08,39203.6,6.61,12,Rejected,80080.76,629,1-3 years
527,2026-10-20,38410.0,6.38,12,Pending,-138992.76,352,3-5 years
528,2028-01-31,34736.95,23.79,12,Approved,46661.03,767,>10 years
529,2026-09-27,48299.13,20.79,60,Defaulted,79942.84,712,5-10 years
530,2024-05-14,19980.99,7.38,60,Approved,-79943.41,313,1-3 years
531,2027-08-08,6970.51,12.24,48,Approved,125398.99,795,1-3 years
532,2024-05-25,33749.59,11.15,24,Pending,127194.86,816,5-10 years
533,2034-10-22,36600.84,20.51,36,Pending,118705.02,667,5-10 years
534,2026-08-17,28965.5,14.47,36,Approved,67509.04,838,<1 year
535,2026-03-01,10737.49,,12,Approved,29364.8,751,>10 years
536,2028-01-02,25470.57,19.39,60,Defaulted,65432.79,840,3-5 years
537,2031-08-08,15953.39,12.03,60,Rejected,108372.86,814,5-10 years
538,2032-07-18,21659.59,9.15,12,Approved,111357.05,780,<1 year
539,2027-12-16,32438.32,11.57,24,Approved,145450.03,713,>10 years
540,2031-01-02,37388.13,14.2,36,Defaulted,78973.36,527,>10 years
541,2029-01-23,11995.12,10.88,48,Rejected,102216.63,436,1-3 years
542,2034-06-18,20563.61,8.7,24,Defaulted,90094.81,539,<1 year
543,2024-12-14,13823.5,12.07,60,Approved,39580.41,771,<1 year
544,2032-11-11,10332.26,3.91,12,Rejected,79956.32,817,1-3 years
545,2034-04-27,39277.67,20.11,36,Rejected,90828.57,760,3-5 years
546,2032-08-23,45508.01,7.18,12,Approved,143597.45,604,5-10 years
547,2034-09-08,18826.49,4.44,60,Pending,67650.08,480,1-3 years
548,2036-01-01,37688.31,17.55,12,Pending,147412.88,329,5-10 years
549,2036-04-11,44901.27,20.14,36,Approved,90499.01,339,<1 year
550,2026-05-28,42383.15,21.0,12,Rejected,51521.0,486,1-3 years
551,2033-02-26,9549.26,14.11,36,Rejected,44916.37,618,3-5 years
552,2025-12-17,,7.92,12,Rejected,38420.34,526,5-10 years
553,2024-03-31,19145.48,19.35,12,Rejected,78881.27,623,5-10 years
554,2036-06-25,17292.41,18.54,36,Approved,22850.44,342,5-10 years
555,2025-06-13,3590.35,8.79,12,Approved,77855.89,577,<1 year
556,2026-10-16,24565.6,22.92,24,Rejected,148492.61,618,5-10 years
557,2028-05-12,5896.17,5.74,48,Approved,107113.88,473,>10 years
558,2031-05-31,12802.72,24.63,24,Approved,118772.2,340,5-10 years
559,2028-06-19,16188.66,22.0,48,Pending,35470.7,708,<1 year
560,2034-09-25,40536.9,,24,Approved,81503.11,622,1-3 years
561,2024-05-19,43836.69,23.68,48,Pending,57209.0,479,5-10 years
562,2026-04-29,15472.08,19.03,12,Approved,136232.68,458,5-10 years
563,2027-03-12,43005.56,7.59,36,Approved,43568.02,336,1-3 years
564,2032-06-02,42932.93,13.01,36,Defaulted,79635.33,705,>10 years
565,2025-04-03,38350.22,05.04,60,Rejected,96446.2,838,<1 year
566,2025-07-17,7761.41,11.88,48,Rejected,86825.34,675,1-3 years
567,2023-05-14,34670.98,19.44,60,Pending,-127931.66,555,<1 year
568,2028-10-06,47278.69,11.81,60,Rejected,50088.91,577,1-3 years
569,2032-12-06,34285.75,10.6,48,Rejected,69060.84,548,3-5 years
570,2036-02-02,16915.03,16.3,36,Pending,122970.96,316,>10 years
571,2028-01-27,25278.68,22.25,48,Defaulted,88649.28,667,3-5 years
572,2036-06-11,32463.39,4.52,12,Approved,72275.26,424,1-3 years
573,2034-06-07,,11.79,60,Defaulted,23827.53,611,1-3 years
574,2031-01-12,6437.67,6.9,60,Approved,117940.11,511,<1 year
575,2031-12-29,15947.17,18.45,48,Pending,146383.67,771,1-3 years
576,2034-10-08,40218.6,5.77,60,Approved,100637.31,714,<1 year
577,2030-09-12,43140.19,17.79,36,Pending,131350.36,799,<1 year
578,2026-06-04,7296.35,9.65,60,Pending,87193.85,480,1-3 years
579,2032-08-13,47643.14,7.78,48,Defaulted,50118.53,688,<1 year
580,2026-06-10,16776.72,23.63,36,Defaulted,21877.47,486,>10 years
581,2032-03-30,33284.53,3.9,36,Defaulted,104941.77,767,3-5 years
582,2032-07-18,37715.34,12.91,60,Approved,-84104.15,756,1-3 years
583,2032-10-24,40691.34,3.96,48,Defaulted,121672.76,433,<1 year
584,2026-10-28,47314.61,13.9,60,Approved,110308.71,474,<1 year
585,2032-12-16,15989.52,14.27,12,Rejected,148433.81,560,<1 year
586,2032-02-13,42996.07,10.42,12,Approved,86340.64,616,<1 year
587,2030-05-27,7018.5,6.34,36,Pending,75532.72,568,>10 years
588,2024-04-15,,11.59,60,Defaulted,57276.16,769,1-3 years
589,2026-09-15,37227.9,17.95,12,Defaulted,81991.97,523,1-3 years
590,2030-08-15,34047.3,20.32,24,Pending,133473.29,551,>10 years
591,2030-10-02,12989.58,14.91,12,Rejected,25517.16,363,>10 years
592,2023-12-24,43715.64,16.18,60,Approved,147127.01,763,>10 years
593,2031-04-08,8858.49,7.81,60,Rejected,149129.94,423,1-3 years
594,2024-10-29,3154.92,9.68,12,Pending,97716.78,537,5-10 years
595,2035-03-27,36014.52,6.98,60,Approved,63100.75,374,3-5 years
596,2026-02-19,24036.05,8.86,60,Approved,48996.37,741,>10 years
597,2034-06-17,42530.35,,24,Approved,55943.75,799,>10 years
598,2033-03-08,19478.16,14.67,36,Rejected,26513.71,821,1-3 years
599,2030-07-08,8829.79,15.6,60,Approved,81764.42,567,1-3 years
600,2024-06-23,41903.89,23.82,48,Approved,27452.16,786,3-5 years
601,2030-08-11,27671.03,7.7,36,Approved,113401.65,349,<1 year
602,2036-08-04,9865.19,17.3,36,Pending,68350.83,358,1-3 years
603,2034-04-29,36159.01,21.07,48,Rejected,45917.42,753,3-5 years
604,2036-03-28,25800.13,15.55,12,Pending,90830.96,371,1-3 years
605,2033-05-03,30413.49,8.98,24,Pending,146588.71,489,1-3 years
606,2029-11-13,23314.47,9.14,60,Approved,110367.04,455,1-3 years
607,2030-08-11,41521.09,4.34,12,Approved,83927.09,384,5-10 years
608,2025-07-13,41563.35,10.07,48,Rejected,120998.86,368,5-10 years
609,2031-02-04,35614.75,19.51,24,Approved,115871.94,684,>10 years
610,2027-05-01,5717.37,4.52,24,Approved,135925.61,672,5-10 years
611,2032-02-07,42023.27,8.21,24,Rejected,46606.96,354,3-5 years
612,2035-04-13,33715.14,18.68,48,Approved,131654.08,384,1-3 years
613,2023-09-13,35002.7,20.33,12,Rejected,59133.39,616,5-10 years
614,2036-02-26,18467.65,13.29,60,Approved,142329.86,463,1-3 years
615,2028-01-13,44024.34,18.51,24,Rejected,56538.47,551,<1 year
616,2028-04-28,36405.89,11.84,24,Approved,140490.31,451,>10 years
617,2023-01-10,6073.23,6.94,12,Approved,145292.79,1000,5-10 years
618,2030-11-11,20685.01,12.06,24,Approved,38913.88,667,1-3 years
619,2025-03-08,44375.83,15.97,24,Rejected,146684.98,399,<1 year
620,2036-08-12,2836.24,23.88,48,Defaulted,31143.99,419,>10 years
621,2025-10-12,48090.12,4.98,36,Approved,48413.81,684,>10 years
622,2027-12-30,34118.55,14.41,12,Rejected,77741.94,602,<1 year
623,2035-03-28,31753.11,10.57,12,Pending,149167.66,448,5-10 years
624,2031-08-03,13892.68,14.43,12,Defaulted,83513.2,500,5-10 years
625,2029-01-02,12815.19,,48,Rejected,91553.23,302,1-3 years
626,2023-08-12,47131.88,10.23,48,Approved,110275.24,699,3-5 years
627,2036-07-19,15264.49,21.13,60,Rejected,145878.16,367,1-3 years
628,2034-05-21,38887.51,15.41,48,Pending,121835.68,453,1-3 years
629,2033-09-30,19959.53,13.19,12,Approved,-49140.02,793,1-3 years
630,2036-02-06,7393.08,9.64,60,Approved,59388.82,481,<1 year
631,2033-12-14,1030.41,9.91,36,Defaulted,32691.67,824,>10 years
632,2027-06-22,27440.74,11.74,24,Defaulted,103778.81,488,>10 years
633,2028-11-22,48801.05,21.46,24,Rejected,43496.24,319,3-5 years
634,2024-05-25,18772.24,24.3,60,Defaulted,53462.64,582,5-10 years
635,2024-01-20,18181.02,12.93,36,Rejected,135454.78,309,1-3 years
636,2024-02-09,17532.54,11.96,24,Approved,62478.24,830,<1 year
637,2035-08-19,26266.92,21.7,60,Approved,93664.07,1000,<1 year
638,2035-07-08,22312.91,,48,Approved,71683.58,540,1-3 years
639,2028-06-23,44055.77,15.37,12,Approved,29624.07,451,<1 year
640,2030-07-19,25523.28,8.47,36,Approved,67172.3,636,<1 year
641,2027-07-27,25634.01,19.49,24,Pending,73048.87,487,1-3 years
642,2026-12-31,7349.39,14.94,12,Rejected,136441.14,763,3-5 years
643,2032-12-15,49145.61,20.89,60,Rejected,-62178.58,476,<1 year
644,2030-06-17,12873.66,20.29,24,Pending,69301.35,476,>10 years
645,2036-03-02,4131.52,8.12,12,Defaulted,121776.58,714,>10 years
646,2034-06-10,33325.74,18.89,48,Pending,118664.36,609,>10 years
647,2028-08-10,29970.64,20.7,36,Rejected,123777.09,301,1-3 years
648,2034-05-09,,10.94,60,Approved,143990.2,616,>10 years
649,2036-02-02,21398.52,7.21,24,Approved,123422.47,808,5-10 years
650,2024-12-17,39360.66,,48,Defaulted,72989.07,667,<1 year
651,2035-06-11,10187.78,13.19,36,Approved,126796.11,525,3-5 years
652,2036-08-16,41102.54,11.08,36,Pending,86127.7,779,>10 years
653,2035-07-20,32612.98,15.43,48,Approved,56102.82,362,1-3 years
654,2027-12-29,21239.0,7.54,24,Pending,59379.22,579,3-5 years
655,2028-09-12,23172.42,21.98,36,Defaulted,49099.51,313,1-3 years
656,2032-05-12,13204.04,09.04,60,Approved,38849.08,327,3-5 years
657,2027-04-24,37729.66,8.37,12,Rejected,43983.75,441,3-5 years
658,2023-09-07,25887.3,13.84,60,Approved,28213.15,772,<1 year
659,2024-11-04,16382.3,14.23,36,Approved,135498.61,823,3-5 years
660,2035-05-31,30004.48,,12,Approved,141031.02,483,5-10 years
661,2028-12-05,49788.86,9.35,48,Rejected,96280.15,616,5-10 years
662,2025-02-09,22045.48,7.15,12,Approved,-129263.64,660,5-10 years
663,2033-11-06,46074.22,18.95,12,Pending,43864.24,744,1-3 years
664,2034-12-12,17578.33,20.06,12,Approved,137217.6,595,<1 year
665,2028-06-07,3209.27,13.44,36,Approved,85827.0,703,1-3 years
666,2025-12-13,10609.98,18.85,24,Rejected,28731.45,562,>10 years
667,2023-08-24,21225.41,19.32,36,Approved,38370.66,676,5-10 years
668,2024-01-24,11371.93,6.47,24,Approved,60166.94,367,<1 year
669,2031-04-26,511.24,24.27,48,Approved,25662.49,770,5-10 years
670,2036-04-20,45792.58,21.15,48,Pending,60208.14,346,<1 year
671,2028-01-23,42272.03,7.9,48,Pending,27790.96,357,1-3 years
672,2035-12-03,37243.47,7.5,48,Approved,50683.59,323,1-3 years
673,2030-09-15,8806.82,6.2,48,Approved,54537.07,589,5-10 years
674,2032-03-28,6458.0,6.48,60,Approved,149267.97,743,3-5 years
675,2031-12-23,3846.44,19.59,36,Approved,50621.07,702,<1 year
676,2026-06-06,36339.44,13.6,24,Rejected,51094.24,323,>10 years
677,2033-11-25,46475.99,20.33,48,Rejected,109282.57,363,3-5 years
678,2035-10-18,,19.54,60,Pending,131716.47,538,1-3 years
679,2028-10-23,6397.46,16.5,60,Approved,70317.2,582,<1 year
680,2035-05-28,25863.44,,60,Rejected,-133830.34,741,3-5 years
681,2028-11-20,17767.18,3.89,36,Rejected,64218.46,599,>10 years
682,2036-04-21,19053.83,10.2,48,Pending,45612.06,392,3-5 years
683,2026-08-22,31255.87,17.21,60,Rejected,62853.05,674,>10 years
684,2026-09-20,36076.55,3.7,60,Rejected,99216.33,609,1-3 years
685,2029-10-18,5974.88,4.21,48,Pending,67728.61,466,<1 year
686,2035-06-09,2261.72,21.82,36,Approved,107476.19,306,1-3 years
687,2028-07-10,49719.35,18.21,60,Rejected,50801.66,342,<1 year
688,2026-08-24,12020.05,9.21,24,Approved,111129.08,639,3-5 years
689,2034-11-23,3164.61,18.29,12,Rejected,65166.99,452,1-3 years
690,2034-09-01,9898.83,20.54,12,Rejected,79262.89,342,<1 year
691,2026-09-20,2428.41,10.1,12,Rejected,92506.87,500,>10 years
692,2035-09-12,19894.64,4.27,36,Approved,109209.25,847,<1 year
693,2036-04-16,40218.89,23.55,60,Approved,51032.78,525,1-3 years
694,2031-09-13,17391.6,10.92,12,Approved,128672.92,820,1-3 years
